OrderID,OrderDate,CustomerID,EmployeeID,ShipperID,ProductID,Sales,COS,GP,Quantity,Discount,Freight,StatusID,Status,CategoryID,ProductName,SupplierID,CategoryName,Description,Link,Address,City,ContactName,Country,CustomerName,Fax,Phone,PostalCode,CountryCode,ISO3CountryCode,CustomerID.y,Base currency
11012,2014-07-06T00:00:00Z,79,7,2,61,3897,2525.2599999999998,1371.74,120,779.4,44.790000000000006,1,Delivered,3,Adihash Running Shoe,29,Sportwear,Sports…,www.google.com,Luisenstr. 48,Münster,Heinz Disco,Germany,Boombastic,0251-035695,0251-031259,44087,DE,DEU,Boombastic666,Euro
11012,2014-07-06T00:00:00Z,79,7,2,69,146.25,94.77,51.48,65,29.25,44.790000000000006,1,Delivered,3,Racing Truck  Socks,15,Sportwear,Sports…,www.google.com,Luisenstr. 48,Münster,Heinz Disco,Germany,Boombastic,0251-035695,0251-031259,44087,DE,DEU,Boombastic666,Euro
11013,2014-07-06T00:00:00Z,89,3,2,56,215.46,145.44,70.02,5,35.910000000000004,57.120000000000005,1,Delivered,5,High Heels Shoes,26,Ladies´Footwear,Ladies Shoes,www.google.com,Suite 3B,Seattle,Alice Chain,United States,Nirvana Stores,(206) 555-4115,(206) 555-4112,98128,US,USA,Nirvana Stores,US dollar
11013,2014-07-06T00:00:00Z,89,3,2,63,543.17,400.71,142.46,24,90.53,57.120000000000005,1,Delivered,2,Serve-Shirt,7,Womens wear,Fashion for Women,www.google.com,Suite 3B,Seattle,Alice Chain,United States,Nirvana Stores,(206) 555-4115,(206) 555-4112,98128,US,USA,Nirvana Stores,US dollar
11013,2014-07-06T00:00:00Z,89,3,2,75,268.91999999999996,181.52,87.4,30,44.82,57.120000000000005,1,Delivered,1,Bow tie,12,Men´s Clothes,Fashion for Men,www.google.com,Suite 3B,Seattle,Alice Chain,United States,Nirvana Stores,(206) 555-4115,(206) 555-4112,98128,US,USA,Nirvana Stores,US dollar
11013,2014-07-06T00:00:00Z,59,4,1,24,206.64,139.48,67.16,35,34.44,37.63,1,Delivered,1,Samba Socker  Socks,10,Men´s Clothes,Fashion for Men,www.google.com,Geislweg 14,Salzburg,Herbert Bernstorf,Austria,Extrawagens,6562-9723,6562-9722,5020,AT,AUT,Extra7777,Euro
11014,2014-07-07T00:00:00Z,127,3,2,3,272.72,220.9,51.82,14,0,49.54,4,Shipped,2,Chantell Shirt,1,Womens wear,Fashion for Women,www.google.com,Gatauppochner. 1,Stockholm,Staffan Blond,Sweden,Stephanies,(8) 11 22 33,(8) 10 20 30,11111,SE,SWE,StaffanBlond777777,Swedish krona
11015,2014-07-07T00:00:00Z,127,3,2,7,385.6,312.3399999999999,73.26,10,0,49.54,2,In Transit,7,Conserve Shoes,3,Children´s wear,3-15 Years,www.google.com,Gatauppochner. 1,Stockholm,Staffan Blond,Sweden,Stephanies,(8) 11 22 33,(8) 10 20 30,11111,SE,SWE,StaffanBlond777777,Swedish krona
11015,2014-07-07T00:00:00Z,127,3,2,54,1851,1499.31,351.69,50,0,49.54,2,In Transit,3,Patamonia Fleece Jacket,25,Sportwear,Sports…,www.google.com,Gatauppochner. 1,Stockholm,Staffan Blond,Sweden,Stephanies,(8) 11 22 33,(8) 10 20 30,11111,SE,SWE,StaffanBlond777777,Swedish krona
11016,2014-07-07T00:00:00Z,44,8,2,15,155.4,119.88,35.52,25,7.4,67.96,1,Delivered,2,Sumi Underwear,6,Womens wear,Fashion for Women,www.google.com,Magazinweg 7,Frankfurt a.M.,Klaus Deum,Germany,Warp AG,069-0245874,069-0245984,60528,DE,DEU,Warp AG55,Euro
11016,2014-07-07T00:00:00Z,44,8,2,26,151.51,116.88,34.63,5,7.21,67.96,2,In Transit,3,Bike Helmet,11,Sportwear,Sports…,www.google.com,Magazinweg 7,Frankfurt a.M.,Klaus Deum,Germany,Warp AG,069-0245874,069-0245984,60528,DE,DEU,Warp AG55,Euro
11017,2013-03-10T00:00:00Z,64,3,2,49,43.54,39.17,4.37,2,0,20.36,1,Delivered,3,Finnish Sport Blades,23,Sportwear,Sports…,www.google.com,Av. del Libertador 900,Buenos Aires,Emerson Fittipaldi,Argentina,Ropa total,(1) 123-5556,(1) 123-5555,1010,AR,ARG,Ropa total33,Argentine peso
11017,2013-03-10T00:00:00Z,56,7,2,10,197.06,151.14,45.92,24,25.7,63.08,3,Cancelled,8,Sapporoo Gloves,4,Babywear,0-3 Years,no link,Mehrheimerstr. 369,Köln,Herman Schlusse,Germany,Casual Clothing,0221-0765721,0221-0644327,50739,DE,DEU,Casual Clothing888,Euro
11017,2013-03-10T00:00:00Z,63,8,2,2,244.75,172.7,72.05,11,48.949999999999996,51.74,1,Delivered,1,Mr X Trousers,1,Men´s Clothes,Fashion for Men,www.google.com,Taucherstraße 10,Cunewalde,George Essen,Germany,Grunewald,NULL,0372-035188,1307,DE,DEU,Grunewald888,Euro
11018,2014-10-10T00:00:00Z,37,9,2,28,1445.7,1197.04,248.66,30,0,63.98,1,Delivered,7,RDL Suit,12,Children´s wear,3-15 Years,www.google.com,8 Johnstown Road,Cork,Robert Bolero,Ireland,Boleros,NULL,NULL,12580,IE,IRL,Boleros222,Euro
11018,2014-10-10T00:00:00Z,37,9,2,43,252.8,217.88000000000002,34.92,20,0,63.98,1,Delivered,4,Summer Shorts,20,Bath Clothes,Beachwear,www.google.com,8 Johnstown Road,Cork,Robert Bolero,Ireland,Boleros,NULL,NULL,12580,IE,IRL,Boleros222,Euro
11018,2014-10-10T00:00:00Z,37,9,2,56,604.8,500.77,104.03,15,0,63.98,1,Delivered,5,High Heels Shoes,26,Ladies´Footwear,Ladies Shoes,www.google.com,8 Johnstown Road,Cork,Robert Bolero,Ireland,Boleros,NULL,NULL,12580,IE,IRL,Boleros222,Euro
11019,2014-09-10T00:00:00Z,59,5,1,11,529.5,350.74,178.76,15,105.9,58.260000000000005,1,Delivered,1,Desperado Jeans,5,Men´s Clothes,Fashion for Men,www.google.com,Geislweg 14,Salzburg,Herbert Bernstorf,Austria,Extrawagens,6562-9723,6562-9722,5020,AT,AUT,Extra7777,Euro
11019,2014-09-10T00:00:00Z,59,5,1,16,159.84,132.35000000000002,27.49,18,0,58.260000000000005,1,Delivered,3,Wimbledon T-Shirt,7,Sportwear,Sports…,www.google.com,Geislweg 14,Salzburg,Herbert Bernstorf,Austria,Extrawagens,6562-9723,6562-9722,5020,AT,AUT,Extra7777,Euro
11020,2014-04-10T00:00:00Z,56,7,2,60,164.7,133.41,31.29,30,0,38.97,1,Delivered,3,Game Over T-Shirt,28,Sportwear,Sports…,www.google.com,Mehrheimerstr. 369,Köln,Herman Schlusse,Germany,Casual Clothing,0221-0765721,0221-0644327,50739,DE,DEU,Casual Clothing888,Euro
11021,2014-07-11T00:00:00Z,56,7,2,65,292.32,241.3,51.02,30,13.92,75.2,2,In Transit,2,Stretch oui-pants,2,Womens wear,Fashion for Women,www.google.com,Mehrheimerstr. 369,Köln,Herman Schlusse,Germany,Casual Clothing,0221-0765721,0221-0644327,50739,DE,DEU,Casual Clothing888,Euro
11021,2014-07-11T00:00:00Z,21,3,2,75,467.4,315.5,151.91,50,77.9,45.260000000000005,1,Delivered,1,Bow tie,12,Men´s Clothes,Fashion for Men,www.google.com,"Rua Orós, 92",São Paulo,Romario do Sauza,Brazil,Cloe do Pau,NULL,(11) 555-9857,NULL,BR,BRA,Cloe do Pau666,Brazilian real
11021,2014-07-11T00:00:00Z,73,3,2,57,70.64,57.220000000000006,13.42,4,0,32.96,1,Delivered,5,Burned Rubber Shoes,26,Ladies´Footwear,Ladies Shoes,www.google.com,Vinbæltet 34,København,Preben Elkjaer,Denmark,Vite,NULL,NULL,1734,DK,DNK,Vite555,Danish krone
11021,2014-07-11T00:00:00Z,73,3,2,76,5523.28,4473.860000000001,1049.42,14,0,32.96,1,Delivered,2,Minnki Pälsii,23,Womens wear,Fashion for Women,www.google.com,Vinbæltet 34,København,Preben Elkjaer,Denmark,Vite,NULL,NULL,1734,DK,DNK,Vite555,Danish krone
11021,2014-07-11T00:00:00Z,87,7,2,29,1157.6,937.66,219.94,10,0,62.91,1,Delivered,6,Davenport,12,Men´s Footwear,Men Shoes,www.google.com,Torikatu 38,Oulu,Miiko Heikillä,Finland,Perkii Urkii,981-443655,981-443655,90110,FI,FIN,Perkii 777,Euro
11022,2013-02-11T00:00:00Z,37,3,2,34,241.8,213.26999999999998,28.53,30,0,75.08,1,Delivered,4,Baywatch Bikkini,16,Bath Clothes,Beachwear,www.google.com,8 Johnstown Road,Cork,Robert Bolero,Ireland,Boleros,NULL,NULL,12580,IE,IRL,Boleros222,Euro
11022,2013-02-11T00:00:00Z,37,3,2,40,878.24,704.19,174.05,40,79.84,75.08,1,Delivered,8,Duck Trousers,19,Babywear,0-3 Years,no link,8 Johnstown Road,Cork,Robert Bolero,Ireland,Boleros,NULL,NULL,12580,IE,IRL,Boleros222,Euro
11023,2014-07-11T00:00:00Z,87,7,2,60,141.31,99.53,41.78,24,18.43,62.91,1,Delivered,3,Game Over T-Shirt,28,Sportwear,Sports…,www.google.com,Torikatu 38,Oulu,Miiko Heikillä,Finland,Perkii Urkii,981-443655,981-443655,90110,FI,FIN,Perkii 777,Euro
11023,2014-07-11T00:00:00Z,87,7,2,69,22.2,15.629999999999999,6.56,10,2.9,62.91,1,Delivered,3,Racing Truck  Socks,15,Sportwear,Sports…,www.google.com,Torikatu 38,Oulu,Miiko Heikillä,Finland,Perkii Urkii,981-443655,981-443655,90110,FI,FIN,Perkii 777,Euro
11024,2014-07-12T00:00:00Z,45,1,3,15,70.9,57.43,13.47,10,0,64.13,1,Delivered,2,Sumi Underwear,6,Womens wear,Fashion for Women,www.google.com,Suite 5,San Francisco,Vincent Vega,United States,Bobby Socks,NULL,(415) 555-5938,94117,US,USA,Bobby Socks888,US dollar
11024,2014-07-12T00:00:00Z,45,1,3,75,165.26999999999998,133.87,31.4,21,0,64.13,1,Delivered,1,Bow tie,12,Men´s Clothes,Fashion for Men,www.google.com,Suite 5,San Francisco,Vincent Vega,United States,Bobby Socks,NULL,(415) 555-5938,94117,US,USA,Bobby Socks888,US dollar
11024,2014-07-12T00:00:00Z,56,7,2,14,363.35,280.3,83.05,15,17.3,75.2,1,Delivered,7,Kool Sunglasses,6,Children´s wear,3-15 Years,www.google.com,Mehrheimerstr. 369,Köln,Herman Schlusse,Germany,Casual Clothing,0221-0765721,0221-0644327,50739,DE,DEU,Casual Clothing888,Euro
11024,2014-07-12T00:00:00Z,56,7,2,41,92.04,72.9,19.14,9,4.38,75.2,1,Delivered,8,Duck Shirt,19,Babywear,0-3 Years,no link,Mehrheimerstr. 369,Köln,Herman Schlusse,Germany,Casual Clothing,0221-0765721,0221-0644327,50739,DE,DEU,Casual Clothing888,Euro
11025,2014-08-12T00:00:00Z,1,8,2,56,1438.31,1035.58,402.72999999999996,30,187.6,72.33,1,Delivered,5,High Heels Shoes,26,Ladies´Footwear,Ladies Shoes,www.google.com,Obere Str. 57,Berlin,Albert von Einstein,Germany,Eintrach GS,030-0076545,030-0074321,12209,DE,DEU,Eintrach GS88,Euro
11025,2014-08-12T00:00:00Z,63,8,2,4,1294.1499999999999,1038.55,255.6,50,117.64999999999999,50.43,1,Delivered,2,Oyaki Kimono,2,Womens wear,Fashion for Women,www.google.com,Taucherstraße 10,Cunewalde,George Essen,Germany,Grunewald,NULL,0372-035188,1307,DE,DEU,Grunewald888,Euro
11026,2014-08-12T00:00:00Z,63,8,2,36,277.2,208.66,68.54,30,25.2,50.43,1,Delivered,8,Mehmet-Tröja,17,Babywear,0-3 Years,no link,Taucherstraße 10,Cunewalde,George Essen,Germany,Grunewald,NULL,0372-035188,1307,DE,DEU,Grunewald888,Euro
11026,2014-08-12T00:00:00Z,32,1,3,11,88.11,72.96,15.15,3,0,25.64,2,In Transit,1,Desperado Jeans,5,Men´s Clothes,Fashion for Men,www.google.com,2732 Baker Blvd.,Eugene,Ross The Boss,United States,The Corner Store,NULL,(503) 555-7555,97403,US,USA,The Corner Store33,US dollar
11027,2014-07-13T00:00:00Z,82,1,3,75,167.2,135.43,31.77,20,0,33.52,1,Delivered,1,Bow tie,12,Men´s Clothes,Fashion for Men,www.google.com,722 DaVinci Blvd.,Kirkland,Mark Stark,United States,Bond Ltd,(206) 555-2174,(206) 555-8257,98034,US,USA,Bond Ltd555,US dollar
11027,2014-07-13T00:00:00Z,82,1,3,77,215.1,177.89000000000001,37.21,18,0,33.52,1,Delivered,2,Skirt,12,Womens wear,Fashion for Women,www.google.com,722 DaVinci Blvd.,Kirkland,Mark Stark,United States,Bond Ltd,(206) 555-2174,(206) 555-8257,98034,US,USA,Bond Ltd555,US dollar
11028,2013-03-13T00:00:00Z,69,4,1,42,59.160000000000004,54.13,5.03,4,0,32.370000000000005,2,In Transit,5,Balett Shoes,20,Ladies´Footwear,Ladies Shoes,www.google.com,"Gran Vía, 1",Madrid,Emilio Ilegal,Spain,La Moda Alucinante,(91) 745 6210,(91) 745 6200,28001,ES,ESP,La Moda Alucinante666,Euro
11028,2013-03-13T00:00:00Z,69,4,1,45,179.4,158.23,21.17,20,0,32.370000000000005,4,Shipped,6,Danske Treshoe,21,Men´s Footwear,Men Shoes,www.google.com,"Gran Vía, 1",Madrid,Emilio Ilegal,Spain,La Moda Alucinante,(91) 745 6210,(91) 745 6200,28001,ES,ESP,La Moda Alucinante666,Euro
11029,2014-08-13T00:00:00Z,19,3,2,41,68.64,51.67,16.97,6,6.24,64.14999999999999,1,Delivered,8,Duck Shirt,19,Babywear,0-3 Years,no link,35 King George,London,Greg Thatcher,United Kingdom,Th Fashing,(171) 555-3373,(171) 555-0297,NULL,GB,GBR,Th Fashing111,Pound sterling
11029,2014-08-13T00:00:00Z,5,3,2,10,14.98,12.4,2.58,2,0,55.42,1,Delivered,8,Sapporoo Gloves,4,Babywear,0-3 Years,no link,Berguvsvägen  8,Luleå,Urra Gurra Aktersnurra,Sweden,Urras Shop,0921-12 34 67,0921-12 34 65,NULL,SE,SWE,Urras Shop1222,Swedish krona
11030,2014-07-14T00:00:00Z,82,1,3,33,387.1,313.55,73.55,14,0,71.84,1,Delivered,3,Car Boots,15,Sportwear,Sports…,www.google.com,722 DaVinci Blvd.,Kirkland,Mark Stark,United States,Bond Ltd,(206) 555-2174,(206) 555-8257,98034,US,USA,Bond Ltd555,US dollar
11030,2014-07-14T00:00:00Z,82,1,3,40,38.58,31.25,7.33,2,0,71.84,1,Delivered,8,Duck Trousers,19,Babywear,0-3 Years,no link,722 DaVinci Blvd.,Kirkland,Mark Stark,United States,Bond Ltd,(206) 555-2174,(206) 555-8257,98034,US,USA,Bond Ltd555,US dollar
11030,2014-07-14T00:00:00Z,82,1,3,62,300.3,243.23999999999998,57.06,10,0,71.84,1,Delivered,3,Sheat Shoes,29,Sportwear,Sports…,www.google.com,722 DaVinci Blvd.,Kirkland,Mark Stark,United States,Bond Ltd,(206) 555-2174,(206) 555-8257,98034,US,USA,Bond Ltd555,US dollar
11030,2014-07-14T00:00:00Z,82,1,3,64,212.88000000000002,172.43,40.449999999999996,6,0,71.84,1,Delivered,5,WFS shoes,12,Ladies´Footwear,Ladies Shoes,www.google.com,722 DaVinci Blvd.,Kirkland,Mark Stark,United States,Bond Ltd,(206) 555-2174,(206) 555-8257,98034,US,USA,Bond Ltd555,US dollar
11031,2014-07-14T00:00:00Z,44,7,2,59,112.08,90.78,21.3,12,0,73.98,1,Delivered,3,Rasta WCT,28,Sportwear,Sports…,www.google.com,Magazinweg 7,Frankfurt a.M.,Klaus Deum,Germany,Warp AG,069-0245874,069-0245984,60528,DE,DEU,Warp AG55,Euro
11031,2014-07-14T00:00:00Z,44,7,2,63,118.26,95.79,22.47,6,0,73.98,2,In Transit,2,Serve-Shirt,7,Womens wear,Fashion for Women,www.google.com,Magazinweg 7,Frankfurt a.M.,Klaus Deum,Germany,Warp AG,069-0245874,069-0245984,60528,DE,DEU,Warp AG55,Euro
11031,2014-07-14T00:00:00Z,44,7,2,72,335.1,271.42999999999995,63.67,30,0,73.98,1,Delivered,4,Rossi Shorts,14,Bath Clothes,Beachwear,www.google.com,Magazinweg 7,Frankfurt a.M.,Klaus Deum,Germany,Warp AG,069-0245874,069-0245984,60528,DE,DEU,Warp AG55,Euro
11031,2014-07-14T00:00:00Z,44,7,2,76,4060.8,3533.3700000000003,527.4299999999998,10,0,73.98,1,Delivered,2,Minnki Pälsii,23,Womens wear,Fashion for Women,www.google.com,Magazinweg 7,Frankfurt a.M.,Klaus Deum,Germany,Warp AG,069-0245874,069-0245984,60528,DE,DEU,Warp AG55,Euro
11031,2014-07-14T00:00:00Z,80,1,3,1,219.4,177.70999999999998,41.690000000000005,10,0,31.24,1,Delivered,1,Lenin Jeansshorts,1,Men´s Clothes,Fashion for Men,www.google.com,Avda. Azteca 123,México D.F.,Peloto Gomez,Mexico,Don Balón,NULL,(5) 555-2933,5033,MX,MEX,Don Balón123,Mexican peso
11032,2014-08-14T00:00:00Z,44,8,2,30,621.12,428.57,192.55,20,103.52,38.790000000000006,4,Shipped,8,Baby Dark Lounge Suit,13,Babywear,0-3 Years,no link,Magazinweg 7,Frankfurt a.M.,Klaus Deum,Germany,Warp AG,069-0245874,069-0245984,60528,DE,DEU,Warp AG55,Euro
11032,2014-08-14T00:00:00Z,44,8,2,40,547.5,377.77,169.72,25,91.25,38.790000000000006,1,Delivered,8,Duck Trousers,19,Babywear,0-3 Years,no link,Magazinweg 7,Frankfurt a.M.,Klaus Deum,Germany,Warp AG,069-0245874,069-0245984,60528,DE,DEU,Warp AG55,Euro
11032,2014-08-14T00:00:00Z,19,3,2,17,672.38,506.12,166.26,25,61.13,64.14999999999999,1,Delivered,6,TieBreak Tennis shoes,7,Men´s Footwear,Men Shoes,www.google.com,35 King George,London,Greg Thatcher,United Kingdom,Th Fashing,(171) 555-3373,(171) 555-0297,NULL,GB,GBR,Th Fashing111,Pound sterling
11033,2014-08-14T00:00:00Z,19,3,2,20,1385.01,1042.53,342.47999999999996,15,125.91000000000001,64.14999999999999,1,Delivered,3,Tennis Suit,8,Sportwear,Sports…,www.google.com,35 King George,London,Greg Thatcher,United Kingdom,Th Fashing,(171) 555-3373,(171) 555-0297,NULL,GB,GBR,Th Fashing111,Pound sterling
11033,2014-08-14T00:00:00Z,19,3,2,37,79.79,60.83,18.959999999999997,18,7.25,64.14999999999999,1,Delivered,8,Mehmet-Skor,17,Babywear,0-3 Years,no link,35 King George,London,Greg Thatcher,United Kingdom,Th Fashing,(171) 555-3373,(171) 555-0297,NULL,GB,GBR,Th Fashing111,Pound sterling
11034,2014-07-17T00:00:00Z,37,9,2,59,386.88,261.88,125,40,64.48,40.24,1,Delivered,3,Rasta WCT,28,Sportwear,Sports…,www.google.com,8 Johnstown Road,Cork,Robert Bolero,Ireland,Boleros,NULL,NULL,12580,IE,IRL,Boleros222,Euro
11034,2014-07-17T00:00:00Z,29,4,1,10,32.449999999999996,26.279999999999998,6.17,5,0,78.77,1,Delivered,8,Sapporoo Gloves,4,Babywear,0-3 Years,no link,"Rambla de Cataluña, 23",Barcelona,Jusep del pep,Spain,El Chandal del Barca,(93) 203 4561,(93) 203 4560,8022,ES,ESP,El Chandal del Barca66,Euro
11034,2014-07-17T00:00:00Z,44,8,2,31,358.26,265.72999999999996,92.53,35,59.71,30.02,1,Delivered,4,Rossi Bermuda Shorts,14,Bath Clothes,Beachwear,www.google.com,Magazinweg 7,Frankfurt a.M.,Klaus Deum,Germany,Warp AG,069-0245874,069-0245984,60528,DE,DEU,Warp AG55,Euro
11035,2013-01-17T00:00:00Z,73,9,2,60,45.2,37.61,7.59,8,2.56,64.93,1,Delivered,3,Game Over T-Shirt,28,Sportwear,Sports…,www.google.com,Vinbæltet 34,København,Preben Elkjaer,Denmark,Vite,NULL,NULL,1734,DK,DNK,Vite555,Danish krone
11035,2013-01-17T00:00:00Z,73,9,2,64,526.69,451.01,75.67999999999999,15,15.34,64.93,1,Delivered,5,WFS shoes,12,Ladies´Footwear,Ladies Shoes,www.google.com,Vinbæltet 34,København,Preben Elkjaer,Denmark,Vite,NULL,NULL,1734,DK,DNK,Vite555,Danish krone
11035,2013-01-17T00:00:00Z,73,9,2,66,162.8,143.59,19.21,8,0,64.93,1,Delivered,2,Langoste Shirt,2,Womens wear,Fashion for Women,www.google.com,Vinbæltet 34,København,Preben Elkjaer,Denmark,Vite,NULL,NULL,1734,DK,DNK,Vite555,Danish krone
11035,2013-01-17T00:00:00Z,73,9,2,73,6.109999999999999,5.84,0.27,5,0.06,64.93,1,Delivered,8,Mehmet-Napp,17,Babywear,0-3 Years,no link,Vinbæltet 34,København,Preben Elkjaer,Denmark,Vite,NULL,NULL,1734,DK,DNK,Vite555,Danish krone
11036,2014-08-17T00:00:00Z,80,1,3,24,21.650000000000002,17.93,3.72,5,0,27.16,1,Delivered,1,Samba Socker  Socks,10,Men´s Clothes,Fashion for Men,www.google.com,Avda. Azteca 123,México D.F.,Peloto Gomez,Mexico,Don Balón,NULL,(5) 555-2933,5033,MX,MEX,Don Balón123,Mexican peso
11036,2014-08-17T00:00:00Z,80,1,3,38,1150.35,952.49,197.86,15,0,27.16,1,Delivered,2,Le Baby Dress,18,Womens wear,Fashion for Women,www.google.com,Avda. Azteca 123,México D.F.,Peloto Gomez,Mexico,Don Balón,NULL,(5) 555-2933,5033,MX,MEX,Don Balón123,Mexican peso
11037,2014-07-18T00:00:00Z,19,9,2,52,5688.9,4608.01,1080.8899999999999,70,0,30.630000000000003,3,Cancelled,5,Small Crocodile Boots,24,Ladies´Footwear,Ladies Shoes,www.google.com,35 King George,London,Greg Thatcher,United Kingdom,Th Fashing,(171) 555-3373,(171) 555-0297,NULL,GB,GBR,Th Fashing111,Pound sterling
11038,2014-07-18T00:00:00Z,42,1,3,17,422.35,325.81,96.54,16,20.110000000000003,35.94,1,Delivered,6,TieBreak Tennis shoes,7,Men´s Footwear,Men Shoes,www.google.com,1900 Oak St.,Vancouver,Joe Barry,Canada,Millenium,(604) 555-7293,(604) 555-3392,NULL,CA,CAN,Millenium555,Canadian dollar
11038,2014-07-18T00:00:00Z,42,1,3,31,48.51,37.42,11.09,6,2.3099999999999996,35.94,1,Delivered,4,Rossi Bermuda Shorts,14,Bath Clothes,Beachwear,www.google.com,1900 Oak St.,Vancouver,Joe Barry,Canada,Millenium,(604) 555-7293,(604) 555-3392,NULL,CA,CAN,Millenium555,Canadian dollar
11038,2014-07-18T00:00:00Z,42,1,3,55,930.56,717.8599999999999,212.7,25,44.309999999999995,35.94,3,Cancelled,3,Feiss Fleece Trousers,25,Sportwear,Sports…,www.google.com,1900 Oak St.,Vancouver,Joe Barry,Canada,Millenium,(604) 555-7293,(604) 555-3392,NULL,CA,CAN,Millenium555,Canadian dollar
11039,2014-07-18T00:00:00Z,51,1,3,24,121.83,89.71000000000001,32.120000000000005,25,11.07,77.13,1,Delivered,1,Samba Socker  Socks,10,Men´s Clothes,Fashion for Men,www.google.com,43 rue St. Laurent,Montréal,James Belucci,Canada,Davenport Fashion,(514) 555-8055,(514) 555-8054,NULL,CA,CAN,Davenport Fashion222,Canadian dollar
11039,2014-07-18T00:00:00Z,51,1,3,64,697.75,513.8,183.95000000000002,18,63.43,77.13,1,Delivered,5,WFS shoes,12,Ladies´Footwear,Ladies Shoes,www.google.com,43 rue St. Laurent,Montréal,James Belucci,Canada,Davenport Fashion,(514) 555-8055,(514) 555-8054,NULL,CA,CAN,Davenport Fashion222,Canadian dollar
11039,2014-07-18T00:00:00Z,7,4,1,11,1054.55,742.7700000000001,311.7799999999999,35,137.55,51.879999999999995,1,Delivered,1,Desperado Jeans,5,Men´s Clothes,Fashion for Men,www.google.com,"24, place Kléber",Strasbourg,Julie Binoché,France,Menàge à Trois,88.60.15.32,88.60.15.31,67000,FR,FRA,Menàge à Trois111,Euro
11039,2014-07-18T00:00:00Z,7,4,1,18,545.65,384.33,161.32000000000002,18,71.16999999999999,51.879999999999995,1,Delivered,8,Deuce shirt,7,Babywear,0-3 Years,no link,"24, place Kléber",Strasbourg,Julie Binoché,France,Menàge à Trois,88.60.15.32,88.60.15.31,67000,FR,FRA,Menàge à Trois111,Euro
11040,2014-08-19T00:00:00Z,37,9,2,42,291.3999999999999,261.39,30.01,20,0,78.17999999999999,1,Delivered,5,Balett Shoes,20,Ladies´Footwear,Ladies Shoes,www.google.com,8 Johnstown Road,Cork,Robert Bolero,Ireland,Boleros,NULL,NULL,12580,IE,IRL,Boleros222,Euro
11041,2014-07-19T00:00:00Z,25,8,2,62,585,379.08,205.92000000000002,15,117,67.88,1,Delivered,3,Sheat Shoes,29,Sportwear,Sports…,www.google.com,Berliner Platz 43,München,Dieter Köln,Germany,Halle Köln,089-0877451,089-0877310,80805,DE,DEU,Halle Köln2222,Euro
11041,2014-07-19T00:00:00Z,79,8,2,44,688.9,558.01,130.89000000000001,10,0,54.790000000000006,1,Delivered,2,Okkaba Skin Jackets,20,Womens wear,Fashion for Women,www.google.com,Luisenstr. 48,Münster,Heinz Disco,Germany,Boombastic,0251-035695,0251-031259,44087,DE,DEU,Boombastic666,Euro
11042,2014-07-19T00:00:00Z,79,8,2,51,5042.5,4084.4300000000003,958.08,50,0,54.790000000000006,1,Delivered,6,Snake Boots,24,Men´s Footwear,Men Shoes,www.google.com,Luisenstr. 48,Münster,Heinz Disco,Germany,Boombastic,0251-035695,0251-031259,44087,DE,DEU,Boombastic666,Euro
11042,2014-07-19T00:00:00Z,32,1,3,33,579.04,426.38,152.66,20,52.64,45.52,1,Delivered,3,Car Boots,15,Sportwear,Sports…,www.google.com,2732 Baker Blvd.,Eugene,Ross The Boss,United States,The Corner Store,NULL,(503) 555-7555,97403,US,USA,The Corner Store33,US dollar
11043,2014-07-19T00:00:00Z,32,1,3,62,320.32,235.87,84.45,10,29.12,45.52,1,Delivered,3,Sheat Shoes,29,Sportwear,Sports…,www.google.com,2732 Baker Blvd.,Eugene,Ross The Boss,United States,The Corner Store,NULL,(503) 555-7555,97403,US,USA,The Corner Store33,US dollar
11044,2014-08-20T00:00:00Z,37,9,2,41,924,695.52,228.48000000000002,80,84,78.17999999999999,1,Delivered,8,Duck Shirt,19,Babywear,0-3 Years,no link,8 Johnstown Road,Cork,Robert Bolero,Ireland,Boleros,NULL,NULL,12580,IE,IRL,Boleros222,Euro
11045,2014-07-20T00:00:00Z,7,4,1,55,736.3399999999999,568.04,168.31,18,35.06,34.849999999999994,1,Delivered,3,Feiss Fleece Trousers,25,Sportwear,Sports…,www.google.com,"24, place Kléber",Strasbourg,Julie Binoché,France,Menàge à Trois,88.60.15.32,88.60.15.31,67000,FR,FRA,Menàge à Trois111,Euro
11045,2014-07-20T00:00:00Z,25,8,2,30,512.4,415.04,97.36,20,0,67.88,4,Shipped,8,Baby Dark Lounge Suit,13,Babywear,0-3 Years,no link,Berliner Platz 43,München,Dieter Köln,Germany,Halle Köln,089-0877451,089-0877310,80805,DE,DEU,Halle Köln2222,Euro
11046,2014-09-20T00:00:00Z,23,6,1,47,780.3,646.09,134.20999999999998,30,0,26.41,1,Delivered,6,Lundenhagen Boots,22,Men´s Footwear,Men Shoes,www.google.com,"184, chaussée de Tournai",Lille,Jaques Wilneuve,France,Champes,20.16.10.17,20.16.10.16,59000,FR,FRA,Champes222,Euro
11046,2014-09-20T00:00:00Z,23,6,1,59,97.67999999999999,80.88,16.8,12,0,26.41,4,Shipped,3,Rasta WCT,28,Sportwear,Sports…,www.google.com,"184, chaussée de Tournai",Lille,Jaques Wilneuve,France,Champes,20.16.10.17,20.16.10.16,59000,FR,FRA,Champes222,Euro
